order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO59459,138,9217,2013-06-04,2013-06-11,2013-06-16,1701,1,1701
SO59459,235,9217,2013-06-04,2013-06-11,2013-06-16,24,1,24
SO59459,244,9217,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59460,141,9218,2013-06-04,2013-06-11,2013-06-16,2443,1,2443
SO59460,295,9218,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59460,105,9218,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59460,275,9218,2013-06-04,2013-06-11,2013-06-16,54,1,54
SO59461,133,13466,2013-06-04,2013-06-11,2013-06-16,1120,1,1120
SO59461,277,13466,2013-06-04,2013-06-11,2013-06-16,54,1,54
SO59462,131,13467,2013-06-04,2013-06-11,2013-06-16,1120,1,1120
SO59462,245,13467,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59463,126,16363,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59463,285,16363,2013-06-04,2013-06-11,2013-06-16,21,1,21
SO59463,277,16363,2013-06-04,2013-06-11,2013-06-16,54,1,54
SO59463,166,16363,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59464,158,59,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59464,244,59,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59464,277,59,2013-06-04,2013-06-11,2013-06-16,54,1,54
SO59465,162,70,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59466,146,18045,2013-06-04,2013-06-11,2013-06-16,742,1,742
SO59467,152,5759,2013-06-04,2013-06-11,2013-06-16,742,1,742
SO59468,166,15546,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59468,153,15546,2013-06-04,2013-06-11,2013-06-16,742,1,742
SO59469,152,13497,2013-06-04,2013-06-11,2013-06-16,742,1,742
SO59469,288,13497,2013-06-04,2013-06-11,2013-06-16,29,1,29
SO59470,164,14335,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59470,105,14335,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59470,295,14335,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59471,163,14399,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59471,244,14399,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59472,160,14400,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59472,105,14400,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59473,164,13634,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59473,166,13634,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59473,275,13634,2013-06-04,2013-06-11,2013-06-16,54,1,54
SO59474,161,13642,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59475,127,6665,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59475,290,6665,2013-06-04,2013-06-11,2013-06-16,4,1,4
SO59475,285,6665,2013-06-04,2013-06-11,2013-06-16,21,1,21
SO59475,245,6665,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59475,234,6665,2013-06-04,2013-06-11,2013-06-16,24,1,24
SO59476,133,12925,2013-06-04,2013-06-11,2013-06-16,1120,1,1120
SO59476,105,12925,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59477,128,11629,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59477,295,11629,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59477,105,11629,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59477,279,11629,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59478,129,11611,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59478,246,11611,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59479,127,15929,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59479,105,15929,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59479,295,15929,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59479,166,15929,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59479,244,15929,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59480,129,15861,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59481,164,14737,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59481,291,14737,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59481,288,14737,2013-06-04,2013-06-11,2013-06-16,29,1,29
SO59481,246,14737,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59482,162,4083,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59482,288,4083,2013-06-04,2013-06-11,2013-06-16,29,1,29
SO59482,291,4083,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59482,247,4083,2013-06-04,2013-06-11,2013-06-16,55,1,55
SO59483,165,17418,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59483,288,17418,2013-06-04,2013-06-11,2013-06-16,29,1,29
SO59483,291,17418,2013-06-04,2013-06-11,2013-06-16,5,1,5
SO59483,168,17418,2013-06-04,2013-06-11,2013-06-16,8,1,8
SO59484,160,18469,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59484,166,18469,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59484,246,18469,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59485,116,357,2013-06-04,2013-06-11,2013-06-16,769,1,769
SO59485,272,357,2013-06-04,2013-06-11,2013-06-16,70,1,70
SO59485,293,357,2013-06-04,2013-06-11,2013-06-16,64,1,64
SO59486,156,2011,2013-06-04,2013-06-11,2013-06-16,1215,1,1215
SO59486,245,2011,2013-06-04,2013-06-11,2013-06-16,35,1,35
SO59486,278,2011,2013-06-04,2013-06-11,2013-06-16,54,1,54
SO59486,166,2011,2013-06-04,2013-06-11,2013-06-16,9,1,9
SO59487,127,11582,2013-06-04,2013-06-11,2013-06-16,540,1,540
SO59487,285,11582,2013-06-04,2013-06-11,2013-06-16,21,1,21
SO59487,290,11582,2013-06-04,2013-06-11,2013-06-16,4,1,4
SO59487,259,11582,2013-06-04,2013-06-11,2013-06-16,2,1,2
SO59488,120,1855,2013-06-05,2013-06-12,2013-06-17,2295,1,2295
SO59488,104,1855,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59488,295,1855,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59488,168,1855,2013-06-05,2013-06-12,2013-06-17,8,1,8
SO59489,122,3776,2013-06-05,2013-06-12,2013-06-17,2295,1,2295
SO59489,284,3776,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59489,289,3776,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59489,174,3776,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59489,249,3776,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59490,122,1334,2013-06-05,2013-06-12,2013-06-17,2295,1,2295
SO59490,104,1334,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59490,295,1334,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59490,278,1334,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59490,166,1334,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59491,285,8623,2013-06-05,2013-06-12,2013-06-17,21,1,21
SO59491,290,8623,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59492,290,8624,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59492,285,8624,2013-06-05,2013-06-12,2013-06-17,21,1,21
SO59492,246,8624,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59493,174,6480,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59493,275,6480,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59493,235,6480,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59494,289,16147,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59494,284,16147,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59494,244,16147,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59495,273,16352,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59495,278,16352,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59496,273,15671,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59497,274,11018,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59498,290,1693,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59498,259,1693,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59499,295,467,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59499,104,467,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59499,246,467,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59500,250,3053,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59500,166,3053,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59501,290,17339,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59501,244,17339,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59501,280,17339,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59502,137,10028,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59502,276,10028,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59503,138,13091,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59503,245,13091,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59504,138,6776,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59504,286,6776,2013-06-05,2013-06-12,2013-06-17,25,1,25
SO59504,290,6776,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59504,292,6776,2013-06-05,2013-06-12,2013-06-17,64,1,64
SO59505,138,13040,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59506,108,6814,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59506,174,6814,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59506,104,6814,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59506,295,6814,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59507,115,9729,2013-06-05,2013-06-12,2013-06-17,565,1,565
SO59507,174,9729,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59507,259,9729,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59507,260,9729,2013-06-05,2013-06-12,2013-06-17,120,1,120
SO59508,117,8311,2013-06-05,2013-06-12,2013-06-17,769,1,769
SO59508,166,8311,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59508,251,8311,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59509,117,5054,2013-06-05,2013-06-12,2013-06-17,769,1,769
SO59509,250,5054,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59509,279,5054,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59510,291,331,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59510,234,331,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59511,288,15714,2013-06-05,2013-06-12,2013-06-17,29,1,29
SO59511,291,15714,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59511,234,15714,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59512,289,14931,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59512,282,14931,2013-06-05,2013-06-12,2013-06-17,25,1,25
SO59513,287,13993,2013-06-05,2013-06-12,2013-06-17,33,1,33
SO59513,259,13993,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59513,168,13993,2013-06-05,2013-06-12,2013-06-17,8,1,8
SO59514,282,15172,2013-06-05,2013-06-12,2013-06-17,25,1,25
SO59514,259,15172,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59515,283,11778,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59515,289,11778,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59515,281,11778,2013-06-05,2013-06-12,2013-06-17,159,1,159
SO59516,290,3662,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59516,287,3662,2013-06-05,2013-06-12,2013-06-17,33,1,33
SO59516,246,3662,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59516,233,3662,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59517,104,6338,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59517,295,6338,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59518,289,8148,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59518,283,8148,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59518,246,8148,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59518,233,8148,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59519,289,11163,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59519,283,11163,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59519,244,11163,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59520,104,3761,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59521,104,2487,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59521,247,2487,2013-06-05,2013-06-12,2013-06-17,55,1,55
SO59522,274,92,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59523,274,16735,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59523,251,16735,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59524,273,7838,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59524,233,7838,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59525,295,12893,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59526,295,12804,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59526,294,12804,2013-06-05,2013-06-12,2013-06-17,64,1,64
SO59527,289,5386,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59527,235,5386,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59527,244,5386,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59528,174,2660,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59528,246,2660,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59528,280,2660,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59529,174,7130,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59529,251,7130,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59529,235,7130,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59530,287,2792,2013-06-05,2013-06-12,2013-06-17,33,1,33
SO59530,290,2792,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59530,246,2792,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59531,289,1822,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59531,284,1822,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59531,245,1822,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59532,285,15822,2013-06-05,2013-06-12,2013-06-17,21,1,21
SO59532,290,15822,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59532,259,15822,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59533,285,10133,2013-06-05,2013-06-12,2013-06-17,21,1,21
SO59534,291,12442,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59534,288,12442,2013-06-05,2013-06-12,2013-06-17,29,1,29
SO59534,247,12442,2013-06-05,2013-06-12,2013-06-17,55,1,55
SO59535,291,6227,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59535,245,6227,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59536,284,166,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59537,284,1116,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59537,289,1116,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59538,174,2170,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59538,248,2170,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59539,174,2348,2013-06-05,2013-06-12,2013-06-17,22,1,22
SO59539,248,2348,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59540,142,9466,2013-06-05,2013-06-12,2013-06-17,2443,1,2443
SO59540,290,9466,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59540,287,9466,2013-06-05,2013-06-12,2013-06-17,33,1,33
SO59540,246,9466,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59541,137,6160,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59541,246,6160,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59542,116,3419,2013-06-05,2013-06-12,2013-06-17,769,1,769
SO59542,281,3419,2013-06-05,2013-06-12,2013-06-17,159,1,159
SO59543,118,1767,2013-06-05,2013-06-12,2013-06-17,769,1,769
SO59543,289,1767,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59543,283,1767,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59543,246,1767,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59544,119,7925,2013-06-05,2013-06-12,2013-06-17,769,1,769
SO59544,273,7925,2013-06-05,2013-06-12,2013-06-17,70,1,70
SO59545,115,4903,2013-06-05,2013-06-12,2013-06-17,565,1,565
SO59545,104,4903,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59545,295,4903,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59545,246,4903,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59546,108,4904,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59546,104,4904,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59546,295,4904,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59546,246,4904,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59547,122,4177,2013-06-05,2013-06-12,2013-06-17,2295,1,2295
SO59547,295,4177,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59547,104,4177,2013-06-05,2013-06-12,2013-06-17,10,1,10
SO59548,123,2654,2013-06-05,2013-06-12,2013-06-17,2320,1,2320
SO59548,284,2654,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59548,259,2654,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59548,168,2654,2013-06-05,2013-06-12,2013-06-17,8,1,8
SO59549,151,3942,2013-06-05,2013-06-12,2013-06-17,742,1,742
SO59549,244,3942,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59549,166,3942,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59550,135,12344,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59550,275,12344,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59551,137,12345,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59552,137,8654,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59552,246,8654,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59553,142,9227,2013-06-05,2013-06-12,2013-06-17,2443,1,2443
SO59553,290,9227,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59553,287,9227,2013-06-05,2013-06-12,2013-06-17,33,1,33
SO59553,280,9227,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59554,143,6311,2013-06-05,2013-06-12,2013-06-17,2443,1,2443
SO59554,168,6311,2013-06-05,2013-06-12,2013-06-17,8,1,8
SO59555,139,9214,2013-06-05,2013-06-12,2013-06-17,2443,1,2443
SO59555,168,9214,2013-06-05,2013-06-12,2013-06-17,8,1,8
SO59556,133,14112,2013-06-05,2013-06-12,2013-06-17,1120,1,1120
SO59556,286,14112,2013-06-05,2013-06-12,2013-06-17,25,1,25
SO59557,127,11407,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59557,246,11407,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59558,129,11410,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59558,234,11410,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59559,127,17318,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59560,126,11572,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59560,244,11572,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59560,277,11572,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59560,235,11572,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59561,165,106,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59561,105,106,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59561,168,106,2013-06-05,2013-06-12,2013-06-17,8,1,8
SO59562,166,14902,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59562,159,14902,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59563,163,14904,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59563,105,14904,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59563,295,14904,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59564,160,14869,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59564,295,14869,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59564,105,14869,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59565,160,14407,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59565,295,14407,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59565,105,14407,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59565,244,14407,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59566,165,14424,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59566,244,14424,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59566,248,14424,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59566,166,14424,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59567,129,6671,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59568,127,11291,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59568,290,11291,2013-06-05,2013-06-12,2013-06-17,4,1,4
SO59568,285,11291,2013-06-05,2013-06-12,2013-06-17,21,1,21
SO59568,246,11291,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59569,126,12145,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59569,166,12145,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59570,132,8119,2013-06-05,2013-06-12,2013-06-17,1120,1,1120
SO59571,136,6390,2013-06-05,2013-06-12,2013-06-17,1701,1,1701
SO59571,276,6390,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59571,234,6390,2013-06-05,2013-06-12,2013-06-17,24,1,24
SO59572,133,12989,2013-06-05,2013-06-12,2013-06-17,1120,1,1120
SO59572,249,12989,2013-06-05,2013-06-12,2013-06-17,50,1,50
SO59572,166,12989,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59573,129,11439,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59573,105,11439,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59573,295,11439,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59573,275,11439,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59573,166,11439,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59574,128,11393,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59574,105,11393,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59574,295,11393,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59574,245,11393,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59574,278,11393,2013-06-05,2013-06-12,2013-06-17,54,1,54
SO59575,279,15871,2013-06-05,2013-06-12,2013-06-17,9,1,9
SO59575,129,15871,2013-06-05,2013-06-12,2013-06-17,540,1,540
SO59576,159,2578,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59576,288,2578,2013-06-05,2013-06-12,2013-06-17,29,1,29
SO59576,291,2578,2013-06-05,2013-06-12,2013-06-17,5,1,5
SO59576,259,2578,2013-06-05,2013-06-12,2013-06-17,2,1,2
SO59577,156,2039,2013-06-05,2013-06-12,2013-06-17,1215,1,1215
SO59578,160,452,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59578,246,452,2013-06-05,2013-06-12,2013-06-17,35,1,35
SO59578,293,452,2013-06-05,2013-06-12,2013-06-17,64,1,64
SO59579,123,3201,2013-06-06,2013-06-13,2013-06-18,2320,1,2320
SO59579,295,3201,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59579,104,3201,2013-06-06,2013-06-13,2013-06-18,10,1,10
SO59580,125,1383,2013-06-06,2013-06-13,2013-06-18,2320,1,2320
SO59581,168,865,2013-06-06,2013-06-13,2013-06-18,8,1,8
SO59582,283,6244,2013-06-06,2013-06-13,2013-06-18,30,1,30
SO59583,166,13585,2013-06-06,2013-06-13,2013-06-18,9,1,9
SO59583,285,13585,2013-06-06,2013-06-13,2013-06-18,21,1,21
SO59584,284,10897,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59584,289,10897,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59584,245,10897,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59585,285,8970,2013-06-06,2013-06-13,2013-06-18,21,1,21
SO59585,166,8970,2013-06-06,2013-06-13,2013-06-18,9,1,9
SO59586,289,14239,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59586,259,14239,2013-06-06,2013-06-13,2013-06-18,2,1,2
SO59587,290,1680,2013-06-06,2013-06-13,2013-06-18,4,1,4
SO59588,276,6236,2013-06-06,2013-06-13,2013-06-18,54,1,54
SO59589,135,6778,2013-06-06,2013-06-13,2013-06-18,1701,1,1701
SO59589,244,6778,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59590,115,8173,2013-06-06,2013-06-13,2013-06-18,565,1,565
SO59590,244,8173,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59590,166,8173,2013-06-06,2013-06-13,2013-06-18,9,1,9
SO59591,290,13652,2013-06-06,2013-06-13,2013-06-18,4,1,4
SO59591,287,13652,2013-06-06,2013-06-13,2013-06-18,33,1,33
SO59591,244,13652,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59592,283,12201,2013-06-06,2013-06-13,2013-06-18,30,1,30
SO59592,289,12201,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59592,174,12201,2013-06-06,2013-06-13,2013-06-18,22,1,22
SO59592,244,12201,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59593,290,8224,2013-06-06,2013-06-13,2013-06-18,4,1,4
SO59593,287,8224,2013-06-06,2013-06-13,2013-06-18,33,1,33
SO59593,259,8224,2013-06-06,2013-06-13,2013-06-18,2,1,2
SO59594,283,12892,2013-06-06,2013-06-13,2013-06-18,30,1,30
SO59595,283,11159,2013-06-06,2013-06-13,2013-06-18,30,1,30
SO59595,289,11159,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59595,259,11159,2013-06-06,2013-06-13,2013-06-18,2,1,2
SO59596,273,8777,2013-06-06,2013-06-13,2013-06-18,70,1,70
SO59596,233,8777,2013-06-06,2013-06-13,2013-06-18,24,1,24
SO59597,272,7824,2013-06-06,2013-06-13,2013-06-18,70,1,70
SO59597,235,7824,2013-06-06,2013-06-13,2013-06-18,24,1,24
SO59598,274,16385,2013-06-06,2013-06-13,2013-06-18,70,1,70
SO59598,166,16385,2013-06-06,2013-06-13,2013-06-18,9,1,9
SO59599,295,7976,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59599,246,7976,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59599,250,7976,2013-06-06,2013-06-13,2013-06-18,50,1,50
SO59600,289,12197,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59600,244,12197,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59601,289,10264,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59602,289,14332,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59602,259,14332,2013-06-06,2013-06-13,2013-06-18,2,1,2
SO59603,289,4913,2013-06-06,2013-06-13,2013-06-18,5,1,5
SO59603,246,4913,2013-06-06,2013-06-13,2013-06-18,35,1,35
SO59603,277,4913,2013-06-06,2013-06-13,2013-06-18,54,1,54
